topic,rank,title,link,snippet 
4,29,News Archive 2015 — UCL Department of Geography,http://www.geog.ucl.ac.uk/about-the-department/news/news-archive-2015,Focus on your strengths and build on geographical skills                                                                                               Designing Multi-faith space                                                                                               UCL Geography retains Top 10 spot in QS world rankings                                                                                               Pre-launch testing of BIOMASS vegetation detectors                                                                                               Achieving the global target for effective Marine Protected Areas                                                                                               Is Global Warming Quickening?                                                                                               
4,30,Okavango Delta placed on World Heritage List — UCL Department of Geography,http://www.geog.ucl.ac.uk/about-the-department/news/news-archive-2014/july-2014/okavango-delta-placed-on-world-heritage-list,Focus on your strengths and build on geographical skills                                                                                               Designing Multi-faith space                                                                                               UCL Geography retains Top 10 spot in QS world rankings                                                                                               Pre-launch testing of BIOMASS vegetation detectors                                                                                               Achieving the global target for effective Marine Protected Areas                                                                                               Is Global Warming Quickening?                                                                                               
5,1,About the Dean,https://www.ucl.ac.uk/mathematical-physical-sciences/about-the-faculty/about-the-dean,"He has forged close relationships with industry, particularly through consultancy support and workshops in systems engineering. "
5,2,The Bartlett Dean Alan Penn chairs parliamentary inquiry with Design Commission,http://www.igp.ucl.ac.uk/bartlett/news/dean-parliamentary-inquiry,The Bartlett              /                       The Bartlett Dean Alan Penn chairs parliamentar...                                                                             
5,3,The Bartlett Dean Alan Penn chairs parliamentary inquiry with Design Commission,http://www.igp.ucl.ac.uk/bartlett/news/dean-parliamentary-inquiry/,The Bartlett              /                       The Bartlett Dean Alan Penn chairs parliamentar...                                                                             
5,4,Dean Veall |  UCL Museums & Collections Blog,https://blogs.ucl.ac.uk/museums/tag/dean-veall/,https://blogs.ucl.ac.uk/museums/tag/dean-veall/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,5,Dean Veall |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/tag/dean-veall/,http://blogs.ucl.ac.uk/museums/tag/dean-veall/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,6,Dean Veall |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/tag/dean-veall/page/2/,http://blogs.ucl.ac.uk/museums/tag/dean-veall/page/2/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,7,The Bartlett and UCL Engineering to expand into new space at Here East on the Olympic Park,http://www.igp.ucl.ac.uk/bartlett/news/bartlett-and-engineering-expand-to-here-east,"Professor Alan Penn, Dean of The Bartlett, UCL, said: â??By bringing creative design under the same roof as advanced technological research, with the space to learn about collaborative creativity from the performing arts, we aim to build the cadre of tech savvy creative designers and engineers needed to drive a UK manufacturing renaissance.â??                          Professor, Anthony Finkelstein, Dean of UCL Engineering, said: â??As a first step in developing its exciting and important presence on the QEOP, UCL will be bringing fabrication, prototyping, manufacturing and robotics to Here East. "
5,8,The Bartlett and UCL Engineering to expand into new space at Here East on the Olympic Park,http://www.igp.ucl.ac.uk/bartlett/news/bartlett-and-engineering-expand-to-here-east/,"Professor Alan Penn, Dean of The Bartlett, UCL, said: â??By bringing creative design under the same roof as advanced technological research, with the space to learn about collaborative creativity from the performing arts, we aim to build the cadre of tech savvy creative designers and engineers needed to drive a UK manufacturing renaissance.â??                          Professor, Anthony Finkelstein, Dean of UCL Engineering, said: â??As a first step in developing its exciting and important presence on the QEOP, UCL will be bringing fabrication, prototyping, manufacturing and robotics to Here East. "
5,9,Engineering |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/tag/engineering/,http://blogs.ucl.ac.uk/museums/tag/engineering/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,10,Dean Barrett,http://www.ucl.ac.uk/medphys/staff/people/dbarrett/,UCL MEDICAL PHYSICS AND BIOMEDICAL ENGINEERING                    FACULTY OF ENGINEERING SCIENCES                                                                                                    UCL Home                                      Medical Physics & Biomedical Engineering                                      staff                                      Staff Directory                                      Dean Barrett                                                                                                                                            Homepage                                                  Research                                                  Current Students                                                  Prospective Students                                                  Staff                                                     Staff Directory                                        Research Staff                                        HR Staff Information                                        Family Friendly Benefits                                        Staff Benefits                                        Intranet                                                      Vacancies                                                      Contact                                                                Visitors                                                  Women in Medical Physics                                                                                                                                  Resource Links                                         Contact Us                                                      Main contacts                                                      News & Events                                                      About the Department                                                      International Links                                                      Help with website                                                                                                                                                                                                                                                                                                                                                                                               Dean Barratt                             Senior Lecturer (Medical Image Computing)                                      Address                             Room 2.04                     UCL Medical Physics and Bioengineering                     Malet Place Engineering Building                     University College London                     Gower Street                     LONDON                     WC1E 6BT                                        Contact details                                 Room number:                           Phone:                                         Internal:                           Fax:                           Email address                          2.04                           +44 (0)20 7679 0201                           x30201                           +44 (0)20 7679 0255                                         d.barratt@ucl.ac.uk                                              Personal details                                        Homepage                                                                 Ã?                                                UCL Medical Physics & Biomedical Engineering - Malet Place Engineering Building - Gower Street - London - WC1E 6BT -              +44 (0)20 7679 0200 - Copyright Ã?Å  1999-2009 UCL                                        Disclaimer                  |                             Accessibility                  |                             Privacy                  |                             Advanced Search                  |                             Help
5,11,Dean Barrett,http://www.ucl.ac.uk/medphys/staff/people/dbarrett,UCL MEDICAL PHYSICS AND BIOMEDICAL ENGINEERING                    FACULTY OF ENGINEERING SCIENCES                                                                                                    UCL Home                                      Medical Physics & Biomedical Engineering                                      staff                                      Staff Directory                                      Dean Barrett                                                                                                                                            Homepage                                                  Research                                                  Current Students                                                  Prospective Students                                                  Staff                                                     Staff Directory                                        Research Staff                                        HR Staff Information                                        Family Friendly Benefits                                        Staff Benefits                                        Intranet                                                      Vacancies                                                      Contact                                                                Visitors                                                  Women in Medical Physics                                                                                                                                  Resource Links                                         Contact Us                                                      Main contacts                                                      News & Events                                                      About the Department                                                      International Links                                                      Help with website                                                                                                                                                                                                                                                                                                                                                                                               Dean Barratt                             Senior Lecturer (Medical Image Computing)                                      Address                             Room 2.04                     UCL Medical Physics and Bioengineering                     Malet Place Engineering Building                     University College London                     Gower Street                     LONDON                     WC1E 6BT                                        Contact details                                 Room number:                           Phone:                                         Internal:                           Fax:                           Email address                          2.04                           +44 (0)20 7679 0201                           x30201                           +44 (0)20 7679 0255                                         d.barratt@ucl.ac.uk                                              Personal details                                        Homepage                                                                 Ã?                                                UCL Medical Physics & Biomedical Engineering - Malet Place Engineering Building - Gower Street - London - WC1E 6BT -              +44 (0)20 7679 0200 - Copyright Ã?Å  1999-2009 UCL                                        Disclaimer                  |                             Accessibility                  |                             Privacy                  |                             Advanced Search                  |                             Help
5,12,UCL Academy students become environmental engineers,http://www.ucl.ac.uk/news/news-articles/0615/250615-ucl-academy-environmental-engineering,"Professor Anthony Finkelstein, Executive Dean of UCL Engineering, said: ?This is precisely the sort of inspiring, interesting and important project that reflects how engineers change the world. "
5,13,Mechanical engineering |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/tag/mechanical-engineering/,http://blogs.ucl.ac.uk/museums/tag/mechanical-engineering/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,14,Dean Mohamedally,http://www0.cs.ucl.ac.uk/people/D.Mohamedally.html,http://www0.cs.ucl.ac.uk/people/D.Mohamedally.html                                                      UCL                DEPARTMENT OF COMPUTER SCIENCE                                                                 Information on CS people                                                                                                                                                                          Home                                     Admissions                                     Students                                     Careers                                     Research                                     Business                                     People                                     Help                                                                                                                                                                                                                                           |                   Getting Here                  |                   |                   Contact                  |                                                                                                 Academic Staff                                      Professional Services Staff                                      Research Staff                                      Honorary Staff                                      Research Students                                                                                                                                                      Text size                                    A                                                           A                                                           A                                                           A                                                           A                                                                                   |                       PEOPLE                      > Academic Staff > Dean Mohamedally |                                                                     Dean Mohamedally                                                           Role:                                       Senior Teaching Fellow                                                                     Contact Details:                                       University College London                     Dept. of Computer Science                     66-72 Gower Street                     London WC1E 6EA                     United Kingdom                                                   Office:                    GS1.05                                Tel:                    +44 (0)20 3108 7035 (Direct Dial)                                Internal:                    57035                                Fax:                    +44 (0)20 7387 1397                                Email:                    D.Mohamedally (at) cs.ucl.ac.uk                                        Group:                                                  Advanced Teaching Group                                           Software Systems Engineering                                                  Personal Pages:                                                  http://www0.cs.ucl.ac.uk/staff/D.Mohamedally/                                                                                                This page was auto generated.                                                              
5,15,Dean Mohamedally,http://www.cs.ucl.ac.uk/cs_people/D.Mohamedally.html/,Dean Mohamedally                                                                                     Role                             Senior Teaching Fellow                             Office                             GS1.05                             Office Location                             University College London                             Dept. of Computer Science                             66-72 Gower Street                             London WC1E 6EA                             United Kingdom                             Tel                             +44 (0)20 3108 7035 (Direct Dial)                             Internal                             57035                             Fax                             +44 (0)20 7387 1397                             Email                             D.Mohamedally (at) cs.ucl.ac.uk                             Postal Address                             University College London                             Dept. of Computer Science                             Gower Street                             London WC1E 6BT                             United Kingdom                             Group                                            Advanced Teaching Group                                                          Software Systems Engineering                                           Personal Pages                                            http://www0.cs.ucl.ac.uk/staff/D.Mohamedally/                                                                                                                       This page was last modified on 15 Mar 2016 and is maintained by               Graham Knight                                              Computer Science Department                       University College London                       Gower Street                       London                       WC1E 6BT                                            +44 (0)20 7679 7214                                                                                                           Disclaimer                  |                             Cookies                  |                             Accessibility                  |                             Privacy                  |                             Advanced Search                  |                             Help                                               Copyright ©   1999-        2016   UCL
5,16,Dr. Dean Mohamedally - UCL,http://www0.cs.ucl.ac.uk/staff/D.Mohamedally/,Dean Mohamedally                              Software Systems Engineering Group                                                                                                                        UCL Home            ??             Computer Science            ??             Software Systems Engineering            ??             People            ?? Dean Mohamedally                                                                                    Home                                                                Teaching                              Research                              Corporate                              Interests                                  HTML5 FTW                                                                                                        Dr. 
5,17,engineering |  UCL UCL Careers,http://blogs.ucl.ac.uk/ucl-careers/tag/engineering/,BaseStone is a tool for architects and engineers to capture and communicate data more effectively. 
5,18,electrical engineering |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/tag/electrical-engineering/,http://blogs.ucl.ac.uk/museums/tag/electrical-engineering/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,19,Engineering Collections |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/category/engineering-collections/page/2/,http://blogs.ucl.ac.uk/museums/category/engineering-collections/page/2/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,20,Engineering Collections |  UCL Museums & Collections Blog,https://blogs.ucl.ac.uk/museums/category/engineering-collections/,https://blogs.ucl.ac.uk/museums/category/engineering-collections/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,21,Engineering Collections |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/category/engineering-collections/,http://blogs.ucl.ac.uk/museums/category/engineering-collections/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,22,Engineers Without Borders UCL |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/tag/engineers-without-borders-ucl/,http://blogs.ucl.ac.uk/museums/tag/engineers-without-borders-ucl/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,23,Summer Studentships - UCL Engineering,http://www.engineering.ucl.ac.uk/studying/summer_studentship/,"Applications to all schemes will be considered by a studentship committee.Â The Undergraduate Research Opportunities Scheme (UROS) will be considered by a panel chaired by Professor Tony Kenyon, Vice-Dean (Research) and the Teaching and Learning Support Studentships by panel chaired by Professor John Mitchell, Vice-Dean (Education).                                    "
5,24,Professor Mark Emberton appointed Dean of UCL Faculty of Medical Sciences,https://www.ucl.ac.uk/news/news-articles/0515/140515-mark-emberton,Each research theme looks to the surgery of the future: where implants will interact or be replaced by the patient's own tissue; where beams of energy will replace surgeons' knives; and where organs will be engineered to order.                                
5,25,people article - UCL Engineering,http://www.engineering.ucl.ac.uk/people-list/,"The Dean's PA is located in room 2.07,  the Faculty Manager in room 2.06, the Communications, Marketing and Events Manager in room 2.01 and the Faculty Tutor in room 2.02 on the second floor of the Engineering Front Building.                             "
5,26,Conserving a thermopile in UCL Science and Engineering Collections |  UCL Museums & Collections Blog,http://blogs.ucl.ac.uk/museums/2016/03/24/conserving-a-thermopile-in-ucl-science-and-engineering-collections/,http://blogs.ucl.ac.uk/museums/2016/03/24/conserving-a-thermopile-in-ucl-science-and-engineering-collections/                                                             UCL Home                                  Prospective students                                  Current students                                  Staff                                                                                               skip to navigation                      .                      
5,27,Launch of UCL Antimicrobial Resistance Network - UCL Engineering,http://www.engineering.ucl.ac.uk/news/launch-ucl-antimicrobial-resistance-network/,"Professor Nigel Titchener-Hooker, Dean of the UCL Faculty of Engineering Sciences, said:                                    The launch of the AMR network plays strongly to the unique strengths UCL can bring to bear on global issues. "
6,1,Opening hours,https://www.ucl.ac.uk/library/opening,"UCL Library Services                                                                                                  UCL Home                                      Library Services                                      Opening hours                                                                                                                  UCL Library Services                                           Home                                              About us                                              Students                                              Staff                                              NHS                                              Visitors                                              Electronic resources                                              Libraries and study spaces                                              Opening hours                                                  Opening hours news                                                              Open Access                                              Research Data Management                                              Bibliometrics                                              UCL Press                                              Special Collections, Archives & Exhibitions                                              Getting help                                              Contact us                                              A-Z of the library                                                                 Search Explore                                                                         Explore                                     the Library?s books, journals and online resources.                         "
6,2,UCL Science Library,http://www.ucl.ac.uk/library/sites/science,"UCL Library Services                                                                                                  UCL Home                                      Library Services                                      Libraries and study spaces                                      UCL Science Library                                                                                                                  UCL Library Services                                           Home                                              About us                                              Students                                              Staff                                              NHS                                              Visitors                                              Electronic resources                                              Libraries and study spaces                                                  Opening hours                                                      Bookable study spaces                                                      Available seats                                                      Postgraduate spaces                                                      Group work areas                                                      Quiet study spaces                                                      Learning spaces                                                      UCL Bartlett Library                                                      UCL Cruciform Hub                                                      UCL Ear Institute & Hearing Loss                                                      UCL Eastman Dental Library                                                      UCL Institute of Archaeology Library                                                      UCL Institute of Child Health Library                                                      UCL Institute of Education Library                                                      UCL Institute of Neurology, Queen Square Library                                                      UCL Institute of Orthopaedics Library                                                      The Joint Library of Ophthalmology                                                      UCL Language & Speech Science Library                                                      UCL Main Library                                                      UCL Qatar Library                                                      Royal Free Hospital Medical Library                                                      UCL School of Pharmacy Library                                                      UCL SSEES Library                                                      UCL Science Library                                                      UCL Senate House Hub                                                      UCL Special Collections                                                      Whittington Health Library                                                              Opening hours                                              Open Access                                              Research Data Management                                              Bibliometrics                                              UCL Press                                              Special Collections, Archives & Exhibitions                                              Getting help                                              Contact us                                              A-Z of the library                                                                 Search Explore                                                                         Explore                                     the Libraryâ??s books, journals and online resources.                         "
6,3,UCL Science Library,https://www.ucl.ac.uk/library/sites/science,"UCL Library Services                                                                                                  UCL Home                                      Library Services                                      Libraries and study spaces                                      UCL Science Library                                                                                                                  UCL Library Services                                           Home                                              About us                                              Students                                              Staff                                              NHS                                              Visitors                                              Electronic resources                                              Libraries and study spaces                                                  Opening hours                                                      Bookable study spaces                                                      Available seats                                                      Postgraduate spaces                                                      Group work areas                                                      Quiet study spaces                                                      Learning spaces                                                      UCL Bartlett Library                                                      UCL Cruciform Hub                                                      UCL Ear Institute & Hearing Loss                                                      UCL Eastman Dental Library                                                      UCL Institute of Archaeology Library                                                      UCL Institute of Child Health Library                                                      UCL Institute of Education Library                                                      UCL Institute of Neurology, Queen Square Library                                                      UCL Institute of Orthopaedics Library                                                      The Joint Library of Ophthalmology                                                      UCL Language & Speech Science Library                                                      UCL Main Library                                                      UCL Qatar Library                                                      Royal Free Hospital Medical Library                                                      UCL School of Pharmacy Library                                                      UCL SSEES Library                                                      UCL Science Library                                                      UCL Senate House Hub                                                      UCL Special Collections                                                      Whittington Health Library                                                              Opening hours                                              Open Access                                              Research Data Management                                              Bibliometrics                                              UCL Press                                              Special Collections, Archives & Exhibitions                                              Getting help                                              Contact us                                              A-Z of the library                                                                 Search Explore                                                                         Explore                                     the Libraryâ??s books, journals and online resources.                         "
6,4,Opening hours,http://www.ucl.ac.uk/silva/library/opening,"UCL Library Services                                                                                                  UCL Home                                      Library Services                                      Opening hours                                                                                                                  UCL Library Services                                           Home                                              About us                                              Students                                              Staff                                              NHS                                              Visitors                                              Electronic resources                                              Libraries and study spaces                                              Opening hours                                                  Opening hours news                                                              Open Access                                              Research Data Management                                              Bibliometrics                                              UCL Press                                              Special Collections, Archives & Exhibitions                                              Getting help                                              Contact us                                              A-Z of the library                                                                 Search Explore                                                                         Explore                                     the Library?s books, journals and online resources.                         "
6,5,Opening hours: Easter,http://www.ucl.ac.uk/library/opening/easter,"Eastman Dental Institute Library                                                       Eastman Dental Institute Library                                     Thursday 24th March: 09:00 - 20:00                           Friday 25th - Wednesday 30th March: Closed                                     From Thursday 31st March normal opening resumes:                                     Monday - Friday: 09:00 - 20:00                           Saturday - Sunday: Closed                                                  Please note:                                      On the first Thursday of each month, the library will open at                           10:30                          , until further notice.                                                                     "
6,6,Opening hours: Summer,http://www.ucl.ac.uk/library/opening/summer,"Institute of Archaeology Library                                                       Institute of Archaeology Library                                     Monday - Friday: 09:30 - 21:00                           Saturday: 11:00 - 18:00                           Sunday: Closed                                                  Please note:                                        Issue Desk services open at 10:00 on the                             last Friday of each month                                           The 5th floor Institute of Archaeology cluster closes 15 minutes before the library                                                                       Institute of Child Health Library                                                       Institute of Child Health Library                                     Monday - Friday: 09:00 - 18:00                           Saturday - Sunday: Closed                                                  Please note:                                      Staff and postgraduate students who are members of the library  and who work at                           ICH or GOSH                          can obtain access to the  library at any time during the normal ICH opening hours, which are  currently Monday to Friday from 08:00 to 22:45 and Saturday and Sundays 8:00 to 21:00.                                                                     "
6,7,Opening hours: Christmas,http://www.ucl.ac.uk/library/opening/christmas,Cruciform Hub                                                       Cruciform Hub                                     Saturday 19th December: Close at 21:00                           Sunday 20th December: 11:00 - 21:00                           Monday 21st December: Open from 09:00                           Tuesday 22nd December: 24 hour opening                           Wednesday 23rd December: Close at 17:00                           Thursday 24th December ? Sunday 3rd January: Closed                           Monday 4th January: Open from 09:00                           Tuesday 5th ? Friday 8th January: 24 hour opening                           Saturday 9th January: Close at  21:00                           Sunday 10th January: 11:00 - 21:00                                                  Please note:                                      Library Desk services open at 10:00 on the                           first Tuesday of each month                          .                                                                     
6,8,Opening hours: Christmas,http://www.ucl.ac.uk/library/opening/christmas/,Cruciform Hub                                                       Cruciform Hub                                     Saturday 19th December: Close at 21:00                           Sunday 20th December: 11:00 - 21:00                           Monday 21st December: Open from 09:00                           Tuesday 22nd December: 24 hour opening                           Wednesday 23rd December: Close at 17:00                           Thursday 24th December ? Sunday 3rd January: Closed                           Monday 4th January: Open from 09:00                           Tuesday 5th ? Friday 8th January: 24 hour opening                           Saturday 9th January: Close at  21:00                           Sunday 10th January: 11:00 - 21:00                                                  Please note:                                      Library Desk services open at 10:00 on the                           first Tuesday of each month                          .                                                                     
6,9,Easter opening times at UCL Libraries |  UCL Ancient world studies/Archaeology,http://blogs.ucl.ac.uk/library-archae/2016/03/23/easter-opening-times-at-ucl-libraries/,"The Main, Science and Cruciform libraries will remain open for 24 hour study through the period of college closure, as will the Roof Garden Student Hub. "
6,10,UCL Language & Speech Science Library,http://www.ucl.ac.uk/library/sites/speech-science,"Subjects and their location within the library                                              Language and Speech Sciences subject guide                                                              Location                             The library is located in Chandler House, 2 Wakefield Street (just off Tavistock Place), WC1N 1PF. "
6,11,UCL Language & Speech Science Library,https://www.ucl.ac.uk/library/sites/speech-science,"Subjects and their location within the library                                              Language and Speech Sciences subject guide                                                              Location                             The library is located in Chandler House, 2 Wakefield Street (just off Tavistock Place), WC1N 1PF. "
